season,game_date,player,team,position,minutes,points,rebounds,assists
2023,2023-09-08,Diamond Miller,Lynx,F,35,24,3,0
2023,2023-09-08,Kayla McBride,Lynx,G,33,16,3,4
2023,2023-09-08,Tiffany Mitchell,Lynx,G,30,10,3,5
2023,2023-09-08,Bridget Carleton,Lynx,F,20,0,2,3
2023,2023-09-08,Nikolina Milic,Lynx,F,8,1,2,0
2023,2023-09-08,Rachel Banham,Lynx,G,8,0,0,2
2023,2023-09-08,Alanna Smith,Sky,F,21,11,3,1
2023,2023-09-08,Elizabeth Williams,Sky,C,28,4,4,4
2023,2023-09-08,Courtney Williams,Sky,G,30,13,3,11
2023,2023-09-08,Kahleah Copper,Sky,G,34,20,4,5
2023,2023-09-08,Marina Mabrey,Sky,G,28,19,2,1
2023,2023-09-08,Robyn Parks,Sky,F,8,0,0,0
2023,2023-09-08,Ruthy Hebard,Sky,F,12,10,3,0
2023,2023-09-08,Sika Kone,Sky,F,19,6,10,1
2023,2023-09-08,Dana Evans,Sky,G,19,9,3,2
2023,2023-09-08,Mercedes Russell,Storm,C,30,12,4,3
2023,2023-09-08,Ezi Magbegor,Storm,C,34,15,9,4
2023,2023-09-08,Sami Whitcomb,Storm,G,35,5,2,8
2023,2023-09-08,Jewell Loyd,Storm,G,40,33,3,4
2023,2023-09-08,Jordan Horston,Storm,G,21,5,4,2
2023,2023-09-08,Joyner Holmes,Storm,F,10,0,1,0
2023,2023-09-08,Dulcy Fankam Mendjiadeu,Storm,F,4,0,0,0
2023,2023-09-08,Yvonne Turner,Storm,G,3,0,0,0
2023,2023-09-08,Kia Nurse,Storm,G,21,19,1,1
2023,2023-09-08,Jade Melbourne,Storm,G,2,2,0,0
2023,2023-09-08,Natasha Howard,Wings,F,38,23,9,4
2023,2023-09-08,Satou Sabally,Wings,F,32,21,7,8
2023,2023-09-08,Teaira McCowan,Wings,C,26,16,9,3
2023,2023-09-08,Arike Ogunbowale,Wings,G,39,19,3,10
2023,2023-09-08,Veronica Burton,Wings,G,28,7,2,2
2023,2023-09-08,Maddy Siegrist,Wings,F,4,0,0,1
2023,2023-09-08,Awak Kuier,Wings,F,7,7,1,0
2023,2023-09-08,Kalani Brown,Wings,C,15,12,5,1
2023,2023-09-08,Odyssey Sims,Wings,G,12,1,0,1
2023,2023-09-08,A'ja Wilson,Aces,F,30,30,9,0
2023,2023-09-08,Kiah Stokes,Aces,C,19,4,6,1
2023,2023-09-08,Chelsea Gray,Aces,G,31,14,5,12
2023,2023-09-08,Kelsey Plum,Aces,G,37,18,2,5
2023,2023-09-08,Jackie Young,Aces,G,28,17,5,3
2023,2023-09-08,Alysha Clark,Aces,F,18,3,3,1
2023,2023-09-08,Cayla George,Aces,F,13,3,3,0
2023,2023-09-08,Alaina Coates,Aces,C,3,0,0,0
2023,2023-09-08,Sydney Colson,Aces,G,12,3,1,1
2023,2023-09-08,Kierstan Bell,Aces,G,9,2,4,2
2023,2023-09-08,Brianna Turner,Mercury,F,24,6,4,1
2023,2023-09-08,Michaela Onyenwere,Mercury,F,33,5,3,0
2023,2023-09-08,Brittney Griner,Mercury,C,24,10,2,1
2023,2023-09-08,Moriah Jefferson,Mercury,G,27,11,4,0
2023,2023-09-08,Sug Sutton,Mercury,G,39,18,11,11
2023,2023-09-08,Kadi Sissoko,Mercury,F,12,4,4,0
2023,2023-09-08,Megan Gustafson,Mercury,C,20,14,5,0
2023,2023-09-08,Ashley Joens,Mercury,G,20,5,2,0
2023,2023-09-07,Dearica Hamby,Sparks,F,38,11,8,2
2023,2023-09-07,Azura Stevens,Sparks,F,40,18,8,1
2023,2023-09-07,Layshia Clarendon,Sparks,G,39,30,5,3
2023,2023-09-07,Jordin Canada,Sparks,G,30,10,1,5
2023,2023-09-07,Rae Burrell,Sparks,G,35,18,2,2
2023,2023-09-07,Jasmine Thomas,Sparks,G,10,0,0,1
2023,2023-09-07,Zia Cooke,Sparks,G,9,2,1,2
2023,2023-09-07,Betnijah Laney,Liberty,F,33,20,1,7
2023,2023-09-07,Breanna Stewart,Liberty,F,32,25,6,3
2023,2023-09-07,Jonquel Jones,Liberty,F,27,4,9,4
2023,2023-09-07,Courtney Vandersloot,Liberty,G,29,6,2,10
2023,2023-09-07,Sabrina Ionescu,Liberty,G,31,16,4,5
2023,2023-09-07,Kayla Thornton,Liberty,F,20,6,5,1
2023,2023-09-07,Stefanie Dolson,Liberty,C,13,17,4,0
2023,2023-09-07,Marine Johannes,Liberty,G,15,2,0,2
2023,2023-09-06,Dulcy Fankam Mendjiadeu,Storm,F,14,2,5,0
2023,2023-09-06,Ezi Magbegor,Storm,C,33,12,8,4
2023,2023-09-06,Sami Whitcomb,Storm,G,33,13,2,2
2023,2023-09-06,Jewell Loyd,Storm,G,39,26,5,1
2023,2023-09-06,Jordan Horston,Storm,G,25,0,1,3
2023,2023-09-06,Joyner Holmes,Storm,F,7,0,1,0
2023,2023-09-06,Mercedes Russell,Storm,C,26,8,6,1
2023,2023-09-06,Kia Nurse,Storm,G,20,7,2,1
2023,2023-09-06,Jade Melbourne,Storm,G,3,0,0,0
2023,2023-09-06,Cheyenne Parker,Dream,F,31,17,6,0
2023,2023-09-06,Monique Billings,Dream,F,33,15,14,4
2023,2023-09-06,Danielle Robinson,Dream,G,28,9,3,4
2023,2023-09-06,Allisha Gray,Dream,G,33,18,3,2
2023,2023-09-06,Rhyne Howard,Dream,G,32,10,6,7
2023,2023-09-06,Naz Hillmon,Dream,F,10,0,3,0
2023,2023-09-06,Iliana Rupert,Dream,C,5,3,2,0
2023,2023-09-06,AD Durr,Dream,G,7,2,0,0
2023,2023-09-06,Aari McDonald,Dream,G,18,5,0,7
2023,2023-09-06,Haley Jones,Dream,G,2,0,0,0
2023,2023-09-05,Dearica Hamby,Sparks,F,38,18,7,0
2023,2023-09-05,Azura Stevens,Sparks,F,34,18,11,2
2023,2023-09-05,Layshia Clarendon,Sparks,G,28,13,1,0
2023,2023-09-05,Jordin Canada,Sparks,G,34,10,2,8
2023,2023-09-05,Rae Burrell,Sparks,G,33,13,2,3
2023,2023-09-05,Jasmine Thomas,Sparks,G,6,2,1,1
2023,2023-09-05,Evina Westbrook,Sparks,G,13,2,1,2
2023,2023-09-05,Zia Cooke,Sparks,G,14,0,0,1
2023,2023-09-05,DeWanna Bonner,Sun,F,36,25,7,0
2023,2023-09-05,Alyssa Thomas,Sun,F,37,27,12,14
2023,2023-09-05,Tiffany Hayes,Sun,G,30,13,3,0
2023,2023-09-05,Rebecca Allen,Sun,G,26,5,2,2
2023,2023-09-05,Natisha Hiedeman,Sun,G,29,3,4,4
2023,2023-09-05,Olivia Nelson-Ododa,Sun,F,17,7,4,1
2023,2023-09-05,Tyasha Harris,Sun,G,24,10,0,1
2023,2023-09-05,Leigha Brown,Sun,G,0,0,0,0
2023,2023-09-05,Alanna Smith,Sky,F,21,4,3,3
2023,2023-09-05,Elizabeth Williams,Sky,C,22,2,5,3
2023,2023-09-05,Courtney Williams,Sky,G,24,17,8,4
2023,2023-09-05,Kahleah Copper,Sky,G,18,25,4,1
2023,2023-09-05,Marina Mabrey,Sky,G,22,17,4,6
2023,2023-09-05,Robyn Parks,Sky,F,26,11,1,2
2023,2023-09-05,Morgan Bertsch,Sky,F,8,0,1,0
2023,2023-09-05,Ruthy Hebard,Sky,F,14,7,4,0
2023,2023-09-05,Taylor Soule,Sky,F,6,2,1,0
2023,2023-09-05,Sika Kone,Sky,F,16,6,4,1
2023,2023-09-05,Dana Evans,Sky,G,25,5,0,5
2023,2023-09-05,NaLyssa Smith,Fever,F,27,16,7,1
2023,2023-09-05,Aliyah Boston,Fever,F,24,6,6,1
2023,2023-09-05,Erica Wheeler,Fever,G,20,6,3,4
2023,2023-09-05,Kelsey Mitchell,Fever,G,30,10,3,2
2023,2023-09-05,Victoria Vivians,Fever,G,27,6,2,1
2023,2023-09-05,Emma Cannon,Fever,F,13,10,2,1
2023,2023-09-05,Victaria Saxton,Fever,F,4,2,0,0
2023,2023-09-05,Amanda Zahui B.,Fever,C,12,3,0,1
2023,2023-09-05,Maya Caldwell,Fever,G,14,6,2,0
2023,2023-09-05,Grace Berger,Fever,G,29,4,6,6
2023,2023-09-05,Betnijah Laney,Liberty,F,32,22,1,2
2023,2023-09-05,Breanna Stewart,Liberty,F,34,40,10,2
2023,2023-09-05,Jonquel Jones,Liberty,F,30,7,8,5
2023,2023-09-05,Courtney Vandersloot,Liberty,G,34,16,4,10
2023,2023-09-05,Sabrina Ionescu,Liberty,G,25,5,2,3
2023,2023-09-05,Kayla Thornton,Liberty,F,18,2,2,1
2023,2023-09-05,Stefanie Dolson,Liberty,C,10,2,2,1
2023,2023-09-05,Marine Johannes,Liberty,G,14,0,1,2
2023,2023-09-05,Jocelyn Willoughby,Liberty,G,3,0,2,0
2023,2023-09-05,Natasha Howard,Wings,F,30,14,10,5
2023,2023-09-05,Satou Sabally,Wings,F,38,27,4,4
2023,2023-09-05,Awak Kuier,Wings,F,16,5,2,2
2023,2023-09-05,Arike Ogunbowale,Wings,G,38,19,2,5
2023,2023-09-05,Crystal Dangerfield,Wings,G,40,12,3,5
2023,2023-09-05,Maddy Siegrist,Wings,F,5,1,1,0
2023,2023-09-05,Teaira McCowan,Wings,C,23,11,12,2
2023,2023-09-05,Kalani Brown,Wings,C,8,4,1,1
2023,2023-09-05,Odyssey Sims,Wings,G,1,0,0,0
2023,2023-09-05,Veronica Burton,Wings,G,2,0,2,0
2023,2023-09-05,Elena Delle Donne,Mystics,F,24,24,4,0
2023,2023-09-05,Myisha Hines-Allen,Mystics,F,20,4,8,8
2023,2023-09-05,Natasha Cloud,Mystics,G,33,20,5,10
2023,2023-09-05,Brittney Sykes,Mystics,G,31,18,4,4
2023,2023-09-05,Shatori Walker-Kimbrough,Mystics,G,34,17,2,1
2023,2023-09-05,Tianna Hawkins,Mystics,F,23,2,2,1
2023,2023-09-05,Queen Egbo,Mystics,C,13,4,4,0
2023,2023-09-05,Li Meng,Mystics,G,22,11,0,2
2023,2023-09-05,Brianna Turner,Mercury,F,24,2,7,0
2023,2023-09-05,Michaela Onyenwere,Mercury,F,28,19,3,1
2023,2023-09-05,Brittney Griner,Mercury,C,21,16,2,5
2023,2023-09-05,Moriah Jefferson,Mercury,G,27,11,4,5
2023,2023-09-05,Sug Sutton,Mercury,G,34,6,2,7
2023,2023-09-05,Kadi Sissoko,Mercury,F,16,2,3,1
2023,2023-09-05,Megan Gustafson,Mercury,C,19,13,7,3
2023,2023-09-05,Ashley Joens,Mercury,G,30,8,3,0
2023,2023-09-03,Betnijah Laney,Liberty,F,33,17,5,2
2023,2023-09-03,Breanna Stewart,Liberty,F,34,26,14,5
2023,2023-09-03,Jonquel Jones,Liberty,F,27,6,8,2
2023,2023-09-03,Courtney Vandersloot,Liberty,G,28,20,5,10
2023,2023-09-03,Marine Johannes,Liberty,G,28,3,0,2
2023,2023-09-03,Kayla Thornton,Liberty,F,16,2,2,0
2023,2023-09-03,Nyara Sabally,Liberty,F,2,0,0,0
2023,2023-09-03,Stefanie Dolson,Liberty,C,14,2,1,2
2023,2023-09-03,Han Xu,Liberty,C,2,0,1,0
2023,2023-09-03,Jocelyn Willoughby,Liberty,G,16,10,4,0
2023,2023-09-03,Morgan Bertsch,Sky,F,18,2,0,0
2023,2023-09-03,Elizabeth Williams,Sky,C,29,4,7,3
2023,2023-09-03,Courtney Williams,Sky,G,30,5,7,6
2023,2023-09-03,Kahleah Copper,Sky,G,34,23,4,3
2023,2023-09-03,Marina Mabrey,Sky,G,30,12,3,1
2023,2023-09-03,Robyn Parks,Sky,F,20,10,2,1
2023,2023-09-03,Ruthy Hebard,Sky,F,11,2,5,0
2023,2023-09-03,Taylor Soule,Sky,F,2,0,1,0
2023,2023-09-03,Sika Kone,Sky,F,11,6,1,1
2023,2023-09-03,Dana Evans,Sky,G,16,5,1,0
2023,2023-09-03,NaLyssa Smith,Fever,F,37,30,5,1
2023,2023-09-03,Aliyah Boston,Fever,F,45,13,11,5
2023,2023-09-03,Erica Wheeler,Fever,G,38,9,6,11
2023,2023-09-03,Kelsey Mitchell,Fever,G,41,30,5,2
2023,2023-09-03,Kristy Wallace,Fever,G,7,2,2,0
2023,2023-09-03,Emma Cannon,Fever,F,4,0,3,0
2023,2023-09-03,Victoria Vivians,Fever,G,26,9,7,1
2023,2023-09-03,Maya Caldwell,Fever,G,5,0,1,0
2023,2023-09-03,Grace Berger,Fever,G,22,4,1,3
2023,2023-09-03,Natasha Howard,Wings,F,28,15,4,4
2023,2023-09-03,Satou Sabally,Wings,F,43,22,9,5
2023,2023-09-03,Teaira McCowan,Wings,C,32,12,10,1
2023,2023-09-03,Arike Ogunbowale,Wings,G,43,22,5,2
2023,2023-09-03,Crystal Dangerfield,Wings,G,31,11,6,3
2023,2023-09-03,Maddy Siegrist,Wings,F,4,2,0,0
2023,2023-09-03,Awak Kuier,Wings,F,20,0,1,0
2023,2023-09-03,Odyssey Sims,Wings,G,17,0,2,0
2023,2023-09-03,Veronica Burton,Wings,G,7,0,2,1
2023,2023-09-03,Brianna Turner,Mercury,F,15,0,9,0
2023,2023-09-03,Michaela Onyenwere,Mercury,F,31,9,2,1
2023,2023-09-03,Brittney Griner,Mercury,C,32,17,10,3
2023,2023-09-03,Moriah Jefferson,Mercury,G,32,32,2,4
2023,2023-09-03,Sug Sutton,Mercury,G,35,5,1,5
2023,2023-09-03,Kadi Sissoko,Mercury,F,19,6,6,0
2023,2023-09-03,Madi Williams,Mercury,F,9,0,2,0
2023,2023-09-03,Megan Gustafson,Mercury,C,16,1,5,0
2023,2023-09-03,Ashley Joens,Mercury,G,12,3,0,0
2023,2023-09-03,Napheesa Collier,Lynx,F,36,22,16,5
2023,2023-09-03,Dorka Juhasz,Lynx,F,34,10,11,8
2023,2023-09-03,Diamond Miller,Lynx,F,33,7,4,3
2023,2023-09-03,Kayla McBride,Lynx,G,32,23,2,4
2023,2023-09-03,Tiffany Mitchell,Lynx,G,25,3,3,4
2023,2023-09-03,Bridget Carleton,Lynx,F,19,6,4,1
2023,2023-09-03,Nikolina Milic,Lynx,F,9,5,1,1
2023,2023-09-03,Rachel Banham,Lynx,G,5,7,0,0
2023,2023-09-03,Aerial Powers,Lynx,G,7,3,0,2
2023,2023-09-03,Tianna Hawkins,Mystics,F,25,8,7,2
2023,2023-09-03,Elena Delle Donne,Mystics,F,29,8,6,1
2023,2023-09-03,Natasha Cloud,Mystics,G,40,7,6,5
2023,2023-09-03,Brittney Sykes,Mystics,G,31,14,3,2
2023,2023-09-03,Shatori Walker-Kimbrough,Mystics,G,27,0,0,1
2023,2023-09-03,Myisha Hines-Allen,Mystics,F,22,11,7,3
2023,2023-09-03,Queen Egbo,Mystics,C,4,2,1,0
2023,2023-09-03,Kristi Toliver,Mystics,G,2,3,0,0
2023,2023-09-03,Li Meng,Mystics,G,20,11,1,2
2023,2023-09-03,Dearica Hamby,Sparks,F,31,12,10,3
2023,2023-09-03,Karlie Samuelson,Sparks,F,35,8,6,3
2023,2023-09-03,Azura Stevens,Sparks,F,33,9,7,2
2023,2023-09-03,Layshia Clarendon,Sparks,G,33,15,5,3
2023,2023-09-03,Jordin Canada,Sparks,G,38,14,3,3
2023,2023-09-03,Jasmine Thomas,Sparks,G,13,7,0,0
2023,2023-09-03,Rae Burrell,Sparks,G,6,2,0,0
2023,2023-09-03,Zia Cooke,Sparks,G,11,5,0,2
2023,2023-09-02,Dulcy Fankam Mendjiadeu,Storm,F,11,0,3,1
2023,2023-09-02,Ezi Magbegor,Storm,C,29,12,4,3
2023,2023-09-02,Sami Whitcomb,Storm,G,33,14,4,4
2023,2023-09-02,Jewell Loyd,Storm,G,34,28,10,3
2023,2023-09-02,Jordan Horston,Storm,G,30,6,7,4
2023,2023-09-02,Joyner Holmes,Storm,F,13,4,4,1
2023,2023-09-02,Mercedes Russell,Storm,C,20,7,3,3
2023,2023-09-02,Yvonne Turner,Storm,G,4,6,1,0
2023,2023-09-02,Kia Nurse,Storm,G,21,0,2,1
2023,2023-09-02,Jade Melbourne,Storm,G,4,0,0,0
2023,2023-09-02,A'ja Wilson,Aces,F,27,30,10,0
2023,2023-09-02,Kiah Stokes,Aces,C,22,2,11,0
2023,2023-09-02,Chelsea Gray,Aces,G,28,14,5,9
2023,2023-09-02,Kelsey Plum,Aces,G,36,15,0,8
2023,2023-09-02,Jackie Young,Aces,G,31,22,3,6
2023,2023-09-02,Alysha Clark,Aces,F,27,16,4,2
2023,2023-09-02,Cayla George,Aces,F,8,2,1,0
2023,2023-09-02,Alaina Coates,Aces,C,2,0,2,0
2023,2023-09-02,Sydney Colson,Aces,G,7,0,0,0
2023,2023-09-02,Kierstan Bell,Aces,G,12,2,2,1
2023,2023-09-01,Satou Sabally,Wings,F,29,40,7,4
2023,2023-09-01,Awak Kuier,Wings,F,13,10,6,2
2023,2023-09-01,Teaira McCowan,Wings,C,24,6,3,0
2023,2023-09-01,Arike Ogunbowale,Wings,G,33,25,0,3
2023,2023-09-01,Crystal Dangerfield,Wings,G,28,5,2,3
2023,2023-09-01,Maddy Siegrist,Wings,F,8,6,1,1
2023,2023-09-01,Kalani Brown,Wings,C,18,10,4,2
2023,2023-09-01,Odyssey Sims,Wings,G,22,6,5,2
2023,2023-09-01,Veronica Burton,Wings,G,26,2,7,8
2023,2023-09-01,NaLyssa Smith,Fever,F,28,18,11,3
2023,2023-09-01,Aliyah Boston,Fever,F,37,27,11,5
2023,2023-09-01,Erica Wheeler,Fever,G,38,12,2,10
2023,2023-09-01,Kelsey Mitchell,Fever,G,37,25,1,5
2023,2023-09-01,Kristy Wallace,Fever,G,27,14,2,2
2023,2023-09-01,Emma Cannon,Fever,F,6,2,1,1
2023,2023-09-01,Amanda Zahui B.,Fever,C,3,0,0,1
2023,2023-09-01,Victoria Vivians,Fever,G,12,2,0,0
2023,2023-09-01,Grace Berger,Fever,G,12,0,1,0
2023,2023-09-01,DeWanna Bonner,Sun,F,26,9,4,4
2023,2023-09-01,Alyssa Thomas,Sun,F,26,8,4,0
2023,2023-09-01,Tiffany Hayes,Sun,G,21,11,2,3
2023,2023-09-01,Rebecca Allen,Sun,G,23,4,4,1
2023,2023-09-01,Natisha Hiedeman,Sun,G,30,3,3,1
2023,2023-09-01,Olivia Nelson-Ododa,Sun,F,25,10,4,2
2023,2023-09-01,Bernadett Hatar,Sun,C,14,4,4,0
2023,2023-09-01,Tyasha Harris,Sun,G,20,4,2,3
2023,2023-09-01,Leigha Brown,Sun,G,14,5,0,0
2023,2023-09-01,Betnijah Laney,Liberty,F,28,19,3,3
2023,2023-09-01,Breanna Stewart,Liberty,F,26,14,10,7
2023,2023-09-01,Jonquel Jones,Liberty,F,21,10,7,2
2023,2023-09-01,Courtney Vandersloot,Liberty,G,28,13,0,5
2023,2023-09-01,Marine Johannes,Liberty,G,30,18,3,2
2023,2023-09-01,Kayla Thornton,Liberty,F,24,4,6,0
2023,2023-09-01,Nyara Sabally,Liberty,F,7,3,4,0
2023,2023-09-01,Stefanie Dolson,Liberty,C,18,6,4,1
2023,2023-09-01,Han Xu,Liberty,C,6,2,2,0
2023,2023-09-01,Jocelyn Willoughby,Liberty,G,12,0,1,1
2023,2023-09-01,Cheyenne Parker,Dream,F,27,20,7,0
2023,2023-09-01,Monique Billings,Dream,F,31,2,10,1
2023,2023-09-01,Danielle Robinson,Dream,G,26,4,2,4
2023,2023-09-01,Allisha Gray,Dream,G,29,11,7,3
2023,2023-09-01,Rhyne Howard,Dream,G,40,16,8,6
2023,2023-09-01,Naz Hillmon,Dream,F,26,13,9,2
2023,2023-09-01,Laeticia Amihere,Dream,F,4,0,0,0
2023,2023-09-01,Iliana Rupert,Dream,C,3,3,0,0
2023,2023-09-01,AD Durr,Dream,G,9,0,0,0
2023,2023-09-01,Aari McDonald,Dream,G,28,14,2,4
2023,2023-09-01,Haley Jones,Dream,G,3,2,0,0
2023,2023-09-01,Napheesa Collier,Lynx,F,43,27,17,3
2023,2023-09-01,Dorka Juhasz,Lynx,F,36,12,16,6
2023,2023-09-01,Diamond Miller,Lynx,F,13,3,1,1
2023,2023-09-01,Kayla McBride,Lynx,G,43,20,2,1
2023,2023-09-01,Tiffany Mitchell,Lynx,G,29,5,2,6
2023,2023-09-01,Bridget Carleton,Lynx,F,24,0,5,3
2023,2023-09-01,Nikolina Milic,Lynx,F,8,10,4,0
2023,2023-09-01,Rachel Banham,Lynx,G,19,12,2,1
2023,2023-09-01,Aerial Powers,Lynx,G,11,2,1,2
2023,2023-08-31,Brianna Turner,Mercury,F,26,4,6,1
2023,2023-08-31,Michaela Onyenwere,Mercury,F,35,11,2,0
2023,2023-08-31,Brittney Griner,Mercury,C,30,15,3,3
2023,2023-08-31,Moriah Jefferson,Mercury,G,29,8,1,4
2023,2023-08-31,Sug Sutton,Mercury,G,36,13,6,6
2023,2023-08-31,Kadi Sissoko,Mercury,F,10,4,4,1
2023,2023-08-31,Madi Williams,Mercury,F,7,0,1,1
2023,2023-08-31,Megan Gustafson,Mercury,C,14,10,0,2
2023,2023-08-31,Ashley Joens,Mercury,G,13,9,2,0
2023,2023-08-31,DeWanna Bonner,Sun,F,29,15,4,0
2023,2023-08-31,Alyssa Thomas,Sun,F,39,12,13,8
2023,2023-08-31,Tiffany Hayes,Sun,G,33,13,2,4
2023,2023-08-31,Rebecca Allen,Sun,G,17,2,2,0
2023,2023-08-31,Natisha Hiedeman,Sun,G,35,18,3,3
2023,2023-08-31,Olivia Nelson-Ododa,Sun,F,21,6,4,0
2023,2023-08-31,Bernadett Hatar,Sun,C,5,0,1,1
2023,2023-08-31,Tyasha Harris,Sun,G,20,18,0,2
2023,2023-08-31,Leigha Brown,Sun,G,1,0,1,0
2023,2023-08-31,Elena Delle Donne,Mystics,F,26,17,3,2
2023,2023-08-31,Shakira Austin,Mystics,C,10,7,5,0
2023,2023-08-31,Natasha Cloud,Mystics,G,32,12,1,5
2023,2023-08-31,Brittney Sykes,Mystics,G,32,16,7,5
2023,2023-08-31,Ariel Atkins,Mystics,G,16,8,2,0
2023,2023-08-31,Tianna Hawkins,Mystics,F,22,2,6,0
2023,2023-08-31,Myisha Hines-Allen,Mystics,F,21,5,7,0
2023,2023-08-31,Kristi Toliver,Mystics,G,5,2,2,0
2023,2023-08-31,Shatori Walker-Kimbrough,Mystics,G,23,3,4,3
2023,2023-08-31,Li Meng,Mystics,G,12,3,0,1
2023,2023-08-31,A'ja Wilson,Aces,F,35,26,11,2
2023,2023-08-31,Kiah Stokes,Aces,C,19,0,4,0
2023,2023-08-31,Chelsea Gray,Aces,G,33,21,2,2
2023,2023-08-31,Kelsey Plum,Aces,G,38,12,3,10
2023,2023-08-31,Jackie Young,Aces,G,31,7,6,4
2023,2023-08-31,Alysha Clark,Aces,F,28,11,7,1
2023,2023-08-31,Cayla George,Aces,F,7,3,0,0
2023,2023-08-31,Sydney Colson,Aces,G,8,4,0,0
2023,2023-08-31,Dulcy Fankam Mendjiadeu,Storm,F,15,3,7,0
2023,2023-08-31,Ezi Magbegor,Storm,C,33,6,8,2
2023,2023-08-31,Sami Whitcomb,Storm,G,35,14,3,3
2023,2023-08-31,Jewell Loyd,Storm,G,39,25,7,7
2023,2023-08-31,Jordan Horston,Storm,G,24,9,8,1
2023,2023-08-31,Joyner Holmes,Storm,F,4,2,1,0
2023,2023-08-31,Mercedes Russell,Storm,C,25,4,6,1
2023,2023-08-31,Kia Nurse,Storm,G,17,9,4,0
2023,2023-08-31,Jade Melbourne,Storm,G,7,0,1,0
2023,2023-08-31,Nneka Ogwumike,Sparks,F,29,11,7,3
2023,2023-08-31,Karlie Samuelson,Sparks,F,28,10,6,3
2023,2023-08-31,Azura Stevens,Sparks,F,26,8,4,2
2023,2023-08-31,Jasmine Thomas,Sparks,G,23,0,0,2
2023,2023-08-31,Jordin Canada,Sparks,G,31,8,3,4
2023,2023-08-31,Dearica Hamby,Sparks,F,22,6,5,2
2023,2023-08-31,Evina Westbrook,Sparks,G,4,0,0,0
2023,2023-08-31,Rae Burrell,Sparks,G,17,10,1,0
2023,2023-08-31,Zia Cooke,Sparks,G,21,8,0,1
2023,2023-08-29,Brianna Turner,Mercury,F,19,2,4,1
2023,2023-08-29,Michaela Onyenwere,Mercury,F,23,2,4,2
2023,2023-08-29,Brittney Griner,Mercury,C,26,16,6,1
2023,2023-08-29,Diana Taurasi,Mercury,G,13,0,1,2
2023,2023-08-29,Moriah Jefferson,Mercury,G,31,16,2,9
2023,2023-08-29,Kadi Sissoko,Mercury,F,15,5,3,0
2023,2023-08-29,Madi Williams,Mercury,F,13,6,0,0
2023,2023-08-29,Megan Gustafson,Mercury,C,21,6,0,2
2023,2023-08-29,Sug Sutton,Mercury,G,32,20,2,5
2023,2023-08-29,Ashley Joens,Mercury,G,8,3,1,0
2023,2023-08-29,Cheyenne Parker,Dream,F,28,25,7,3
2023,2023-08-29,Monique Billings,Dream,F,23,8,7,1
2023,2023-08-29,Danielle Robinson,Dream,G,18,7,2,5
2023,2023-08-29,Allisha Gray,Dream,G,26,18,0,4
2023,2023-08-29,Rhyne Howard,Dream,G,28,15,7,6
2023,2023-08-29,Naz Hillmon,Dream,F,16,6,6,1
2023,2023-08-29,Laeticia Amihere,Dream,F,3,2,0,0
2023,2023-08-29,Iliana Rupert,Dream,C,10,0,1,1
2023,2023-08-29,AD Durr,Dream,G,8,0,0,0
2023,2023-08-29,Aari McDonald,Dream,G,21,13,0,1
2023,2023-08-29,Haley Jones,Dream,G,20,0,2,5
2023,2023-08-29,Napheesa Collier,Lynx,F,39,17,10,4
2023,2023-08-29,Dorka Juhasz,Lynx,F,22,8,6,4
2023,2023-08-29,Diamond Miller,Lynx,F,30,25,1,0
2023,2023-08-29,Kayla McBride,Lynx,G,36,9,5,3
2023,2023-08-29,Tiffany Mitchell,Lynx,G,20,0,5,3
2023,2023-08-29,Bridget Carleton,Lynx,F,20,0,2,3
2023,2023-08-29,Nikolina Milic,Lynx,F,5,2,2,0
2023,2023-08-29,Rachel Banham,Lynx,G,12,6,0,1
2023,2023-08-29,Aerial Powers,Lynx,G,14,5,3,1
2023,2023-08-29,Elena Delle Donne,Mystics,F,23,10,4,0
2023,2023-08-29,Shakira Austin,Mystics,C,19,7,4,1
2023,2023-08-29,Natasha Cloud,Mystics,G,30,12,5,9
2023,2023-08-29,Brittney Sykes,Mystics,G,33,21,8,1
2023,2023-08-29,Ariel Atkins,Mystics,G,23,13,3,4
2023,2023-08-29,Tianna Hawkins,Mystics,F,22,9,4,2
2023,2023-08-29,Myisha Hines-Allen,Mystics,F,15,0,1,1
2023,2023-08-29,Kristi Toliver,Mystics,G,4,0,1,1
2023,2023-08-29,Shatori Walker-Kimbrough,Mystics,G,20,5,2,1
2023,2023-08-29,Li Meng,Mystics,G,11,6,0,1
2023,2023-08-29,Morgan Bertsch,Sky,F,27,12,3,1
2023,2023-08-29,Elizabeth Williams,Sky,C,35,8,9,1
2023,2023-08-29,Courtney Williams,Sky,G,27,7,9,7
2023,2023-08-29,Kahleah Copper,Sky,G,34,22,7,3
2023,2023-08-29,Marina Mabrey,Sky,G,37,14,2,6
2023,2023-08-29,Robyn Parks,Sky,F,9,2,2,0
2023,2023-08-29,Sika Kone,Sky,F,10,4,5,1
2023,2023-08-29,Dana Evans,Sky,G,22,7,2,1
2023,2023-08-29,Nneka Ogwumike,Sparks,F,36,18,11,2
2023,2023-08-29,Karlie Samuelson,Sparks,F,32,11,9,3
2023,2023-08-29,Azura Stevens,Sparks,F,27,9,7,1
2023,2023-08-29,Jasmine Thomas,Sparks,G,23,3,3,4
2023,2023-08-29,Jordin Canada,Sparks,G,39,16,4,9
2023,2023-08-29,Dearica Hamby,Sparks,F,18,9,4,2
