season,game_date,player,team,position,minutes,points,rebounds,assists
2024,2024-09-08,Jordin Canada,Dream,G,40,17,6,5
2024,2024-09-08,Rhyne Howard,Dream,G,42,36,4,5
2024,2024-09-08,Nia Coffey,Dream,F,8,5,2,1
2024,2024-09-08,Lorela Cubaj,Dream,F,17,2,1,1
2024,2024-09-08,Maya Caldwell,Dream,G,5,3,0,0
2024,2024-09-08,Haley Jones,Dream,G,5,0,2,0
2024,2024-09-08,NaLyssa Smith,Fever,F,17,6,3,0
2024,2024-09-08,Aliyah Boston,Fever,C,41,30,13,5
2024,2024-09-08,Kelsey Mitchell,Fever,G,42,21,4,1
2024,2024-09-08,Lexie Hull,Fever,G,40,12,4,2
2024,2024-09-08,Caitlin Clark,Fever,G,45,26,5,12
2024,2024-09-08,Katie Lou Samuelson,Fever,F,5,0,2,0
2024,2024-09-08,Temi Fagbenle,Fever,C,28,9,4,2
2024,2024-09-08,Damiris Dantas,Fever,C,4,0,2,0
2024,2024-09-08,Erica Wheeler,Fever,G,3,0,0,1
2024,2024-09-08,Alysha Clark,Aces,F,30,11,6,1
2024,2024-09-08,Megan Gustafson,Aces,C,15,5,1,1
2024,2024-09-08,Chelsea Gray,Aces,G,30,3,4,6
2024,2024-09-08,Kelsey Plum,Aces,G,32,25,3,6
2024,2024-09-08,Jackie Young,Aces,G,32,12,0,3
2024,2024-09-08,Kiah Stokes,Aces,C,27,0,9,1
2024,2024-09-08,Queen Egbo,Aces,C,1,0,0,0
2024,2024-09-08,Sydney Colson,Aces,G,9,8,1,0
2024,2024-09-08,Tiffany Hayes,Aces,G,19,7,3,0
2024,2024-09-08,Kate Martin,Aces,G,5,0,0,0
2024,2024-09-08,Breanna Stewart,Liberty,F,34,21,11,2
2024,2024-09-08,Jonquel Jones,Liberty,C,29,15,8,4
2024,2024-09-08,Courtney Vandersloot,Liberty,G,15,3,1,4
2024,2024-09-08,Betnijah Laney-Hamilton,Liberty,G,26,9,6,4
2024,2024-09-08,Sabrina Ionescu,Liberty,G,32,14,4,4
2024,2024-09-08,Kayla Thornton,Liberty,F,22,0,4,1
2024,2024-09-08,Nyara Sabally,Liberty,F,11,3,2,1
2024,2024-09-08,Leonie Fiebich,Liberty,F,25,7,3,1
2024,2024-09-08,Kennedy Burke,Liberty,G,6,3,0,0
2024,2024-09-08,Bridget Carleton,Lynx,F,25,10,4,3
2024,2024-09-08,Alanna Smith,Lynx,F,21,5,8,2
2024,2024-09-08,Napheesa Collier,Lynx,F,37,19,12,0
2024,2024-09-08,Kayla McBride,Lynx,G,37,10,2,4
2024,2024-09-08,Courtney Williams,Lynx,G,26,12,3,3
2024,2024-09-08,Myisha Hines-Allen,Lynx,F,24,9,5,3
2024,2024-09-08,Cecilia Zandalasini,Lynx,F,11,3,1,1
2024,2024-09-08,Dorka Juhasz,Lynx,F,3,0,2,0
2024,2024-09-08,Natisha Hiedeman,Lynx,G,17,10,1,3
2024,2024-09-08,Aaliyah Edwards,Mystics,F,24,4,4,2
2024,2024-09-08,Stefanie Dolson,Mystics,C,25,11,7,2
2024,2024-09-08,Julie Vanloo,Mystics,G,22,6,2,4
2024,2024-09-08,Brittney Sykes,Mystics,G,23,13,3,1
2024,2024-09-08,Ariel Atkins,Mystics,G,26,12,3,4
2024,2024-09-08,Emily Engstler,Mystics,F,17,4,4,3
2024,2024-09-08,Sika Kone,Mystics,F,4,0,3,1
2024,2024-09-08,Shakira Austin,Mystics,C,10,2,2,0
2024,2024-09-08,Karlie Samuelson,Mystics,G,18,6,4,0
2024,2024-09-08,Shatori Walker-Kimbrough,Mystics,G,17,4,1,2
2024,2024-09-08,Jade Melbourne,Mystics,G,14,9,2,0
2024,2024-09-07,Brittney Griner,Mercury,C,25,4,8,2
2024,2024-09-07,Diana Taurasi,Mercury,G,25,18,5,4
2024,2024-09-07,Natasha Cloud,Mercury,G,28,3,3,6
2024,2024-09-07,Kahleah Copper,Mercury,G,27,11,5,2
2024,2024-09-07,Sophie Cunningham,Mercury,G,18,9,2,0
2024,2024-09-07,Monique Billings,Mercury,F,20,6,2,1
2024,2024-09-07,Mikiah Herbert Harrigan,Mercury,F,8,5,1,0
2024,2024-09-07,Natasha Mack,Mercury,F,17,6,3,1
2024,2024-09-07,Amy Atwell,Mercury,F,12,0,2,1
2024,2024-09-07,Celeste Taylor,Mercury,G,21,4,3,3
2024,2024-09-07,Nneka Ogwumike,Storm,F,23,10,8,2
2024,2024-09-07,Gabby Williams,Storm,F,21,6,4,0
2024,2024-09-07,Ezi Magbegor,Storm,F,22,8,6,5
2024,2024-09-07,Skylar Diggins,Storm,G,26,12,2,11
2024,2024-09-07,Jewell Loyd,Storm,G,22,20,4,1
2024,2024-09-07,Joyner Holmes,Storm,F,10,7,4,0
2024,2024-09-07,Jordan Horston,Storm,F,19,16,5,2
2024,2024-09-07,Mercedes Russell,Storm,C,25,2,8,2
2024,2024-09-07,Sami Whitcomb,Storm,G,20,9,3,0
2024,2024-09-07,Victoria Vivians,Storm,G,7,0,1,0
2024,2024-09-07,Nika Muhl,Storm,G,6,0,1,3
2024,2024-09-06,Dearica Hamby,Sparks,F,34,21,4,5
2024,2024-09-06,Azura Stevens,Sparks,F,21,9,9,0
2024,2024-09-06,Rickea Jackson,Sparks,F,37,17,6,3
2024,2024-09-06,Odyssey Sims,Sparks,G,23,4,0,6
2024,2024-09-06,Rae Burrell,Sparks,G,25,6,1,4
2024,2024-09-06,Stephanie Talbot,Sparks,F,5,0,0,1
2024,2024-09-06,Li Yueru,Sparks,C,16,9,3,0
2024,2024-09-06,Kia Nurse,Sparks,G,13,5,3,2
2024,2024-09-06,Crystal Dangerfield,Sparks,G,17,3,0,2
2024,2024-09-06,Zia Cooke,Sparks,G,9,4,0,0
2024,2024-09-06,Michaela Onyenwere,Sky,F,23,10,1,1
2024,2024-09-06,Angel Reese,Sky,F,32,24,12,2
2024,2024-09-06,Kamilla Cardoso,Sky,C,34,12,9,2
2024,2024-09-06,Lindsay Allen,Sky,G,32,8,1,6
2024,2024-09-06,Chennedy Carter,Sky,G,31,15,9,7
2024,2024-09-06,Isabelle Harrison,Sky,F,11,4,0,0
2024,2024-09-06,Brianna Turner,Sky,F,3,0,1,0
2024,2024-09-06,Rachel Banham,Sky,G,12,9,0,1
2024,2024-09-06,Moriah Jefferson,Sky,G,5,0,0,3
2024,2024-09-06,Diamond DeShields,Sky,G,18,10,2,2
2024,2024-09-06,Natasha Howard,Wings,F,41,24,8,5
2024,2024-09-06,Satou Sabally,Wings,F,41,18,5,6
2024,2024-09-06,Teaira McCowan,Wings,C,36,18,11,1
2024,2024-09-06,Arike Ogunbowale,Wings,G,45,22,6,8
2024,2024-09-06,Jacy Sheldon,Wings,G,31,9,3,2
2024,2024-09-06,Maddy Siegrist,Wings,F,3,0,0,0
2024,2024-09-06,Kalani Brown,Wings,C,8,2,0,1
2024,2024-09-06,Jaelyn Brown,Wings,G,6,3,0,1
2024,2024-09-06,Sevgi Uzun,Wings,G,14,0,0,2
2024,2024-09-06,Naz Hillmon,Dream,F,36,18,8,0
2024,2024-09-06,Tina Charles,Dream,C,40,20,13,4
2024,2024-09-06,Allisha Gray,Dream,G,42,19,8,3
2024,2024-09-06,Jordin Canada,Dream,G,41,15,1,10
2024,2024-09-06,Rhyne Howard,Dream,G,45,33,3,6
2024,2024-09-06,Nia Coffey,Dream,F,2,2,0,0
2024,2024-09-06,Lorela Cubaj,Dream,F,13,0,3,0
2024,2024-09-06,Maya Caldwell,Dream,G,3,0,1,0
2024,2024-09-06,Haley Jones,Dream,G,4,0,0,1
2024,2024-09-06,A'ja Wilson,Aces,C,37,20,8,0
2024,2024-09-06,Megan Gustafson,Aces,C,17,0,4,1
2024,2024-09-06,Chelsea Gray,Aces,G,27,13,2,6
2024,2024-09-06,Kelsey Plum,Aces,G,34,27,5,2
2024,2024-09-06,Jackie Young,Aces,G,21,2,1,4
2024,2024-09-06,Alysha Clark,Aces,F,19,3,5,1
2024,2024-09-06,Kiah Stokes,Aces,C,12,0,2,1
2024,2024-09-06,Sydney Colson,Aces,G,7,2,1,0
2024,2024-09-06,Tiffany Hayes,Aces,G,23,4,5,2
2024,2024-09-06,Kate Martin,Aces,G,3,1,0,0
2024,2024-09-06,DeWanna Bonner,Sun,F,35,11,9,1
2024,2024-09-06,Alyssa Thomas,Sun,F,35,7,10,8
2024,2024-09-06,Brionna Jones,Sun,F,34,17,6,1
2024,2024-09-06,Tyasha Harris,Sun,G,27,7,0,1
2024,2024-09-06,DiJonai Carrington,Sun,G,32,8,6,1
2024,2024-09-06,Olivia Nelson-Ododa,Sun,C,3,0,0,0
2024,2024-09-06,Marina Mabrey,Sun,G,29,15,2,4
2024,2024-09-06,Veronica Burton,Sun,G,4,2,0,0
2024,2024-09-06,Bridget Carleton,Lynx,F,30,16,4,3
2024,2024-09-06,Alanna Smith,Lynx,F,24,13,3,5
2024,2024-09-06,Napheesa Collier,Lynx,F,37,26,10,2
2024,2024-09-06,Kayla McBride,Lynx,G,19,3,1,2
2024,2024-09-06,Courtney Williams,Lynx,G,28,15,7,4
2024,2024-09-06,Myisha Hines-Allen,Lynx,F,17,8,6,5
2024,2024-09-06,Cecilia Zandalasini,Lynx,F,9,8,0,0
2024,2024-09-06,Dorka Juhasz,Lynx,F,19,3,4,2
2024,2024-09-06,Natisha Hiedeman,Lynx,G,18,7,2,2
2024,2024-09-06,NaLyssa Smith,Fever,F,23,2,7,2
2024,2024-09-06,Aliyah Boston,Fever,C,34,20,5,2
2024,2024-09-06,Kelsey Mitchell,Fever,G,38,23,2,2
2024,2024-09-06,Lexie Hull,Fever,G,31,8,9,3
2024,2024-09-06,Caitlin Clark,Fever,G,36,25,8,8
2024,2024-09-06,Katie Lou Samuelson,Fever,F,9,3,1,0
2024,2024-09-06,Temi Fagbenle,Fever,C,15,2,4,2
2024,2024-09-06,Damiris Dantas,Fever,C,7,0,0,0
2024,2024-09-06,Erica Wheeler,Fever,G,6,5,0,0
2024,2024-09-05,Aaliyah Edwards,Mystics,F,24,6,6,1
2024,2024-09-05,Stefanie Dolson,Mystics,C,25,6,2,3
2024,2024-09-05,Julie Vanloo,Mystics,G,20,13,3,4
2024,2024-09-05,Brittney Sykes,Mystics,G,23,14,4,3
2024,2024-09-05,Ariel Atkins,Mystics,G,9,7,2,2
2024,2024-09-05,Emily Engstler,Mystics,F,19,10,4,3
2024,2024-09-05,Sika Kone,Mystics,F,14,8,4,2
2024,2024-09-05,Karlie Samuelson,Mystics,G,20,19,1,3
2024,2024-09-05,Shatori Walker-Kimbrough,Mystics,G,19,7,1,1
2024,2024-09-05,Sug Sutton,Mystics,G,12,0,3,2
2024,2024-09-05,Jade Melbourne,Mystics,G,14,0,0,1
2024,2024-09-05,Brittney Griner,Mercury,C,27,15,5,2
2024,2024-09-05,Diana Taurasi,Mercury,G,25,8,2,3
2024,2024-09-05,Natasha Cloud,Mercury,G,28,13,1,5
2024,2024-09-05,Kahleah Copper,Mercury,G,30,11,5,2
2024,2024-09-05,Sophie Cunningham,Mercury,G,26,6,1,2
2024,2024-09-05,Monique Billings,Mercury,F,20,10,7,1
2024,2024-09-05,Mikiah Herbert Harrigan,Mercury,F,4,3,1,1
2024,2024-09-05,Natasha Mack,Mercury,F,13,3,9,0
2024,2024-09-05,Amy Atwell,Mercury,F,4,2,0,0
2024,2024-09-05,Celeste Taylor,Mercury,G,22,6,2,6
2024,2024-09-05,Nneka Ogwumike,Storm,F,35,9,6,3
2024,2024-09-05,Gabby Williams,Storm,F,34,17,4,5
2024,2024-09-05,Ezi Magbegor,Storm,F,35,13,7,0
2024,2024-09-05,Skylar Diggins,Storm,G,35,21,4,6
2024,2024-09-05,Jewell Loyd,Storm,G,32,6,6,1
2024,2024-09-05,Jordan Horston,Storm,F,8,2,2,0
2024,2024-09-05,Mercedes Russell,Storm,C,7,0,1,1
2024,2024-09-05,Sami Whitcomb,Storm,G,11,0,3,0
2024,2024-09-05,Victoria Vivians,Storm,G,2,2,0,0
2024,2024-09-05,Breanna Stewart,Liberty,F,34,14,7,3
2024,2024-09-05,Jonquel Jones,Liberty,C,31,15,8,1
2024,2024-09-05,Courtney Vandersloot,Liberty,G,22,3,2,5
2024,2024-09-05,Betnijah Laney-Hamilton,Liberty,G,31,18,6,3
2024,2024-09-05,Sabrina Ionescu,Liberty,G,31,17,6,8
2024,2024-09-05,Kayla Thornton,Liberty,F,13,3,1,1
2024,2024-09-05,Nyara Sabally,Liberty,F,8,0,1,0
2024,2024-09-05,Leonie Fiebich,Liberty,F,24,5,6,3
2024,2024-09-05,Kennedy Burke,Liberty,G,7,2,1,0
2024,2024-09-04,Dearica Hamby,Sparks,F,31,16,7,5
2024,2024-09-04,Stephanie Talbot,Sparks,F,14,0,1,0
2024,2024-09-04,Azura Stevens,Sparks,F,28,13,11,0
2024,2024-09-04,Rickea Jackson,Sparks,F,24,5,2,0
2024,2024-09-04,Odyssey Sims,Sparks,G,31,20,2,6
2024,2024-09-04,Li Yueru,Sparks,C,14,0,2,1
2024,2024-09-04,Kia Nurse,Sparks,G,26,13,1,2
2024,2024-09-04,Aari McDonald,Sparks,G,9,3,0,0
2024,2024-09-04,Rae Burrell,Sparks,G,23,16,2,3
2024,2024-09-04,NaLyssa Smith,Fever,F,27,13,4,1
2024,2024-09-04,Aliyah Boston,Fever,C,33,24,14,4
2024,2024-09-04,Kelsey Mitchell,Fever,G,36,18,4,2
2024,2024-09-04,Lexie Hull,Fever,G,29,4,4,0
2024,2024-09-04,Caitlin Clark,Fever,G,40,24,10,10
2024,2024-09-04,Katie Lou Samuelson,Fever,F,12,3,2,0
2024,2024-09-04,Damiris Dantas,Fever,C,14,3,1,0
2024,2024-09-04,Erica Wheeler,Fever,G,9,4,1,1
2024,2024-09-03,Michaela Onyenwere,Sky,F,31,15,2,2
2024,2024-09-03,Angel Reese,Sky,F,31,12,16,3
2024,2024-09-03,Kamilla Cardoso,Sky,C,24,14,2,3
2024,2024-09-03,Rachel Banham,Sky,G,20,3,1,1
2024,2024-09-03,Lindsay Allen,Sky,G,19,0,2,3
2024,2024-09-03,Isabelle Harrison,Sky,F,18,8,4,0
2024,2024-09-03,Brianna Turner,Sky,F,7,4,1,1
2024,2024-09-03,Moriah Jefferson,Sky,G,11,2,0,1
2024,2024-09-03,Diamond DeShields,Sky,G,16,0,1,2
2024,2024-09-03,Dana Evans,Sky,G,24,13,0,0
2024,2024-09-03,A'ja Wilson,Aces,C,35,30,14,3
2024,2024-09-03,Megan Gustafson,Aces,C,22,8,3,0
2024,2024-09-03,Tiffany Hayes,Aces,G,32,20,3,4
2024,2024-09-03,Chelsea Gray,Aces,G,29,13,3,10
2024,2024-09-03,Jackie Young,Aces,G,34,15,6,6
2024,2024-09-03,Alysha Clark,Aces,F,14,4,0,0
2024,2024-09-03,Kiah Stokes,Aces,C,10,0,1,0
2024,2024-09-03,Sydney Colson,Aces,G,13,0,0,2
2024,2024-09-03,Kate Martin,Aces,G,12,0,1,0
2024,2024-09-03,Naz Hillmon,Dream,F,29,5,6,0
2024,2024-09-03,Tina Charles,Dream,C,38,12,12,2
2024,2024-09-03,Allisha Gray,Dream,G,29,9,1,2
2024,2024-09-03,Jordin Canada,Dream,G,30,7,4,6
2024,2024-09-03,Rhyne Howard,Dream,G,38,31,4,1
2024,2024-09-03,Nia Coffey,Dream,F,11,2,0,1
2024,2024-09-03,Lorela Cubaj,Dream,F,2,0,0,1
2024,2024-09-03,Laeticia Amihere,Dream,F,1,0,0,1
2024,2024-09-03,Maya Caldwell,Dream,G,14,0,0,1
2024,2024-09-03,Haley Jones,Dream,G,10,0,2,0
2024,2024-09-03,Brittney Griner,Mercury,C,30,16,8,4
2024,2024-09-03,Diana Taurasi,Mercury,G,31,13,3,5
2024,2024-09-03,Kahleah Copper,Mercury,G,32,28,3,4
2024,2024-09-03,Sophie Cunningham,Mercury,G,33,7,6,1
2024,2024-09-03,Celeste Taylor,Mercury,G,33,2,4,2
2024,2024-09-03,Monique Billings,Mercury,F,16,0,3,1
2024,2024-09-03,Mikiah Herbert Harrigan,Mercury,F,11,4,0,0
2024,2024-09-03,Natasha Mack,Mercury,F,14,4,6,1
2024,2024-09-03,Aaliyah Edwards,Mystics,F,21,3,4,4
2024,2024-09-03,Stefanie Dolson,Mystics,C,17,6,2,3
2024,2024-09-03,Julie Vanloo,Mystics,G,23,11,3,4
2024,2024-09-03,Brittney Sykes,Mystics,G,19,6,0,1
2024,2024-09-03,Ariel Atkins,Mystics,G,27,14,3,0
2024,2024-09-03,Emily Engstler,Mystics,F,27,19,10,2
2024,2024-09-03,Sika Kone,Mystics,F,15,7,4,1
2024,2024-09-03,Karlie Samuelson,Mystics,G,15,8,4,1
2024,2024-09-03,Shatori Walker-Kimbrough,Mystics,G,22,11,3,2
2024,2024-09-03,Jade Melbourne,Mystics,G,13,5,0,4
2024,2024-09-03,Natasha Howard,Wings,F,35,14,7,2
2024,2024-09-03,Satou Sabally,Wings,F,33,12,8,5
2024,2024-09-03,Teaira McCowan,Wings,C,27,20,13,1
2024,2024-09-03,Arike Ogunbowale,Wings,G,37,21,2,4
2024,2024-09-03,Jacy Sheldon,Wings,G,21,6,5,3
2024,2024-09-03,Maddy Siegrist,Wings,F,14,2,4,0
2024,2024-09-03,Kalani Brown,Wings,C,13,10,3,2
2024,2024-09-03,Sevgi Uzun,Wings,G,19,1,2,5
2024,2024-09-03,Nneka Ogwumike,Storm,F,30,14,6,0
2024,2024-09-03,Gabby Williams,Storm,F,22,11,6,5
2024,2024-09-03,Ezi Magbegor,Storm,F,22,4,3,1
2024,2024-09-03,Skylar Diggins,Storm,G,36,18,4,3
2024,2024-09-03,Jewell Loyd,Storm,G,32,17,5,4
2024,2024-09-03,Joyner Holmes,Storm,F,4,0,1,2
2024,2024-09-03,Jordan Horston,Storm,F,18,5,2,3
2024,2024-09-03,Mercedes Russell,Storm,C,25,2,3,3
2024,2024-09-03,Sami Whitcomb,Storm,G,12,0,1,1
2024,2024-09-03,DeWanna Bonner,Sun,F,33,26,7,1
2024,2024-09-03,Alyssa Thomas,Sun,F,35,4,6,7
2024,2024-09-03,Brionna Jones,Sun,F,34,21,4,1
2024,2024-09-03,Tyasha Harris,Sun,G,32,2,2,7
2024,2024-09-03,DiJonai Carrington,Sun,G,32,9,7,1
2024,2024-09-03,Olivia Nelson-Ododa,Sun,C,6,0,2,0
2024,2024-09-03,Marina Mabrey,Sun,G,14,2,1,1
2024,2024-09-03,Veronica Burton,Sun,G,14,0,1,0
2024,2024-09-01,Naz Hillmon,Dream,F,23,10,9,4
2024,2024-09-01,Tina Charles,Dream,C,26,23,10,2
2024,2024-09-01,Allisha Gray,Dream,G,33,12,4,3
2024,2024-09-01,Jordin Canada,Dream,G,24,6,5,6
2024,2024-09-01,Rhyne Howard,Dream,G,32,19,7,2
2024,2024-09-01,Nia Coffey,Dream,F,14,2,3,1
2024,2024-09-01,Lorela Cubaj,Dream,F,10,0,0,1
2024,2024-09-01,Laeticia Amihere,Dream,F,9,2,1,1
2024,2024-09-01,Maya Caldwell,Dream,G,12,6,1,0
2024,2024-09-01,Haley Jones,Dream,G,16,0,2,2
2024,2024-09-01,Dearica Hamby,Sparks,F,23,5,9,1
2024,2024-09-01,Stephanie Talbot,Sparks,F,29,4,3,1
2024,2024-09-01,Azura Stevens,Sparks,F,11,2,1,1
2024,2024-09-01,Rickea Jackson,Sparks,F,35,13,4,3
2024,2024-09-01,Odyssey Sims,Sparks,G,34,8,2,6
2024,2024-09-01,Li Yueru,Sparks,C,23,14,3,0
2024,2024-09-01,Kia Nurse,Sparks,G,16,8,4,1
2024,2024-09-01,Aari McDonald,Sparks,G,3,0,0,1
2024,2024-09-01,Crystal Dangerfield,Sparks,G,3,0,1,0
2024,2024-09-01,Rae Burrell,Sparks,G,18,5,3,0
2024,2024-09-01,Zia Cooke,Sparks,G,6,3,1,0
2024,2024-09-01,NaLyssa Smith,Fever,F,22,14,8,2
2024,2024-09-01,Aliyah Boston,Fever,C,33,7,8,2
2024,2024-09-01,Kelsey Mitchell,Fever,G,37,36,6,3
2024,2024-09-01,Lexie Hull,Fever,G,32,6,5,4
2024,2024-09-01,Caitlin Clark,Fever,G,37,28,4,12
2024,2024-09-01,Katie Lou Samuelson,Fever,F,8,0,0,1
2024,2024-09-01,Temi Fagbenle,Fever,C,9,2,3,0
2024,2024-09-01,Damiris Dantas,Fever,C,17,7,4,0
2024,2024-09-01,Erica Wheeler,Fever,G,6,0,0,0
2024,2024-09-01,Natasha Howard,Wings,F,39,18,5,9
2024,2024-09-01,Satou Sabally,Wings,F,37,25,4,0
2024,2024-09-01,Teaira McCowan,Wings,C,28,5,11,4
2024,2024-09-01,Arike Ogunbowale,Wings,G,40,34,8,3
2024,2024-09-01,Jacy Sheldon,Wings,G,37,8,1,4
2024,2024-09-01,Maddy Siegrist,Wings,F,4,0,2,1
2024,2024-09-01,Kalani Brown,Wings,C,12,3,3,1
2024,2024-09-01,Sevgi Uzun,Wings,G,3,0,0,0
2024,2024-09-01,Alysha Clark,Aces,F,30,6,5,2
2024,2024-09-01,A'ja Wilson,Aces,C,34,41,17,2
2024,2024-09-01,Chelsea Gray,Aces,G,11,2,1,5
2024,2024-09-01,Kelsey Plum,Aces,G,31,16,0,5
2024,2024-09-01,Jackie Young,Aces,G,33,11,6,14
2024,2024-09-01,Kierstan Bell,Aces,F,1,0,0,0
2024,2024-09-01,Kiah Stokes,Aces,C,6,0,0,0
2024,2024-09-01,Megan Gustafson,Aces,C,12,5,1,0
2024,2024-09-01,Sydney Colson,Aces,G,15,5,0,2
2024,2024-09-01,Tiffany Hayes,Aces,G,25,11,5,2
2024,2024-09-01,Kate Martin,Aces,G,1,0,0,0
2024,2024-09-01,Monique Billings,Mercury,F,15,2,2,0
2024,2024-09-01,Brittney Griner,Mercury,C,26,24,5,2
2024,2024-09-01,Diana Taurasi,Mercury,G,26,9,2,7
2024,2024-09-01,Natasha Cloud,Mercury,G,38,5,2,6
2024,2024-09-01,Kahleah Copper,Mercury,G,31,15,6,1
2024,2024-09-01,Mikiah Herbert Harrigan,Mercury,F,2,0,1,0
2024,2024-09-01,Natasha Mack,Mercury,F,11,2,3,2
2024,2024-09-01,Sophie Cunningham,Mercury,G,29,16,2,2
2024,2024-09-01,Celeste Taylor,Mercury,G,22,6,1,3
2024,2024-09-01,Michaela Onyenwere,Sky,F,27,15,2,2
2024,2024-09-01,Angel Reese,Sky,F,38,17,19,3
2024,2024-09-01,Kamilla Cardoso,Sky,C,37,22,9,1
2024,2024-09-01,Rachel Banham,Sky,G,16,0,3,0
2024,2024-09-01,Lindsay Allen,Sky,G,33,6,2,6
2024,2024-09-01,Isabelle Harrison,Sky,F,4,0,0,0
2024,2024-09-01,Moriah Jefferson,Sky,G,7,0,0,1
2024,2024-09-01,Diamond DeShields,Sky,G,13,6,2,0
2024,2024-09-01,Dana Evans,Sky,G,24,8,1,2
2024,2024-09-01,Bridget Carleton,Lynx,F,34,8,5,3
2024,2024-09-01,Napheesa Collier,Lynx,F,35,15,5,2
2024,2024-09-01,Dorka Juhasz,Lynx,F,30,6,6,4
2024,2024-09-01,Kayla McBride,Lynx,G,37,17,2,3
2024,2024-09-01,Courtney Williams,Lynx,G,27,22,3,6
2024,2024-09-01,Myisha Hines-Allen,Lynx,F,15,7,2,2
2024,2024-09-01,Cecilia Zandalasini,Lynx,F,9,1,1,1
2024,2024-09-01,Natisha Hiedeman,Lynx,G,13,3,0,2
2024,2024-09-01,Nneka Ogwumike,Storm,F,35,20,11,2
2024,2024-09-01,Gabby Williams,Storm,F,28,4,0,3
2024,2024-09-01,Ezi Magbegor,Storm,F,32,13,7,1
2024,2024-09-01,Skylar Diggins,Storm,G,31,16,1,6
2024,2024-09-01,Jewell Loyd,Storm,G,31,27,5,2
2024,2024-09-01,Joyner Holmes,Storm,F,3,0,0,0
2024,2024-09-01,Jordan Horston,Storm,F,13,4,2,1
2024,2024-09-01,Mercedes Russell,Storm,C,11,2,3,0
2024,2024-09-01,Sami Whitcomb,Storm,G,15,0,2,6
2024,2024-09-01,Victoria Vivians,Storm,G,3,0,0,1
2024,2024-09-01,DeWanna Bonner,Sun,F,25,4,5,4
2024,2024-09-01,Alyssa Thomas,Sun,F,28,8,8,8
2024,2024-09-01,Brionna Jones,Sun,F,29,26,6,1
2024,2024-09-01,Tyasha Harris,Sun,G,28,13,4,3
2024,2024-09-01,DiJonai Carrington,Sun,G,34,14,3,0
2024,2024-09-01,Olivia Nelson-Ododa,Sun,C,11,2,5,0
2024,2024-09-01,Marina Mabrey,Sun,G,24,15,1,1
2024,2024-09-01,Veronica Burton,Sun,G,20,11,0,2
2024,2024-08-31,DeWanna Bonner,Sun,F,29,16,2,2
2024,2024-08-31,Alyssa Thomas,Sun,F,7,0,1,1
2024,2024-08-31,Brionna Jones,Sun,F,23,12,5,1
2024,2024-08-31,Tyasha Harris,Sun,G,30,16,5,6
2024,2024-08-31,DiJonai Carrington,Sun,G,36,17,4,1
2024,2024-08-31,Caitlin Bickle,Sun,F,1,0,0,0
2024,2024-08-31,Astou Ndour-Fall,Sun,C,5,0,1,0
2024,2024-08-31,Olivia Nelson-Ododa,Sun,C,18,6,3,2
2024,2024-08-31,Marina Mabrey,Sun,G,30,21,6,5
2024,2024-08-31,Veronica Burton,Sun,G,21,8,2,5
2024,2024-08-31,Aaliyah Edwards,Mystics,F,24,9,6,2
2024,2024-08-31,Stefanie Dolson,Mystics,C,22,14,7,2
2024,2024-08-31,Julie Vanloo,Mystics,G,15,0,1,2
2024,2024-08-31,Brittney Sykes,Mystics,G,21,9,1,1
2024,2024-08-31,Ariel Atkins,Mystics,G,24,15,2,2
2024,2024-08-31,Emily Engstler,Mystics,F,21,12,3,1
2024,2024-08-31,Sika Kone,Mystics,F,13,6,1,1
2024,2024-08-31,Karlie Samuelson,Mystics,G,18,6,1,5
2024,2024-08-31,Shatori Walker-Kimbrough,Mystics,G,18,8,1,3
2024,2024-08-31,Sug Sutton,Mystics,G,5,0,0,1
2024,2024-08-31,Jade Melbourne,Mystics,G,19,6,2,3
2024,2024-08-30,Lorela Cubaj,Dream,F,27,6,3,0
2024,2024-08-30,Naz Hillmon,Dream,F,32,9,8,0
2024,2024-08-30,Allisha Gray,Dream,G,37,17,9,6
2024,2024-08-30,Jordin Canada,Dream,G,26,10,1,5
2024,2024-08-30,Rhyne Howard,Dream,G,31,12,4,1
2024,2024-08-30,Nia Coffey,Dream,F,12,8,6,0
2024,2024-08-30,Laeticia Amihere,Dream,F,9,2,4,1
2024,2024-08-30,Maya Caldwell,Dream,G,11,6,3,0
2024,2024-08-30,Haley Jones,Dream,G,14,2,3,3
2024,2024-08-30,Alysha Clark,Aces,F,31,7,4,4
2024,2024-08-30,A'ja Wilson,Aces,C,37,26,16,5
2024,2024-08-30,Tiffany Hayes,Aces,G,33,20,10,2
2024,2024-08-30,Chelsea Gray,Aces,G,27,4,2,3
2024,2024-08-30,Kelsey Plum,Aces,G,36,18,2,4
2024,2024-08-30,Kiah Stokes,Aces,C,7,0,2,0
2024,2024-08-30,Megan Gustafson,Aces,C,10,2,1,0
2024,2024-08-30,Sydney Colson,Aces,G,11,6,2,1
2024,2024-08-30,Kate Martin,Aces,G,8,0,0,0
2024,2024-08-30,Breanna Stewart,Liberty,F,35,32,5,6
2024,2024-08-30,Leonie Fiebich,Liberty,F,28,12,3,1
2024,2024-08-30,Jonquel Jones,Liberty,C,31,6,11,3
2024,2024-08-30,Courtney Vandersloot,Liberty,G,16,6,2,2
2024,2024-08-30,Sabrina Ionescu,Liberty,G,33,25,8,8
2024,2024-08-30,Kayla Thornton,Liberty,F,15,2,3,0
